id,generic_name,brand_name,manufacturer,category,subcategory,ndc,price,dosage_form,dosage,description,gene_interactions,stock
834,Retriptan,NN-retriptan Potassium ER,Novo Nordisk,Immunological,Antirheumatic,46567-676-47,59.08,Vaginal Cream,"50 mg Vaginal Cream, 20 g tube. Typical dosing: once daily.","retriptan is used in the treatment of conditions requiring immunological therapy.

Mechanism of Action: retriptan works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Does not significantly penetrate the blood-brain barrier. Subject to minimal metabolism, with most of the drug excreted unchanged. Excreted in urine as metabolites.

Contraindications: Severe renal impairment; Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Headache, Nausea, Pruritus, Dizziness, Abdominal pain, Rash, Diarrhea.",ABCB1,578
835,Vetide,vetide,Bristol-Myers Squibb,Antidiabetic,Meglitinide,96581-752-73,290.59,Buccal Tablet,"1.0 mg Buccal Tablet, 50 Buccal Tablets per bottle. Typical dosing: twice daily.","vetide stimulates insulin secretion from pancreatic beta cells, helping to lower blood glucose levels in diabetic patients.

Mechanism of Action: vetide works by inhibiting sodium-glucose cotransporter 2 (SGLT2) in the kidneys, increasing urinary glucose excretion.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Low protein binding (<30%). Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Excreted in urine as metabolites.

Contraindications: Severe renal impairment (GFR < 30 mL/min); Hypersensitivity to the active substance or any of the excipients; Acute or chronic metabolic acidosis; Severe hepatic impairment; Type 1 diabetes mellitus (for certain antidiabetic classes).

Common Adverse Effects: Hypoglycemia, Headache, Rash, Nausea.",,374
836,Ciglitazone,ciglitazone Hydrochloride,Gilead Sciences,Dermatological,Antifungal,85455-241-81,73.93,Nasal Spray,"2.5 % Nasal Spray, 10 mL bottle. Typical dosing: once daily.","ciglitazone is used in the treatment of conditions requiring dermatological therapy.

Mechanism of Action: ciglitazone works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Highly protein-bound (approximately 90-95%). Undergoes conjugation reactions in the liver. Elimination rate depends on hepatic function.

Contraindications: Pregnancy and lactation; Severe renal impairment; Severe hepatic impairment; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Abdominal pain, Dizziness, Headache, Rash, Fatigue, Pruritus, Vomiting.",,620
837,Ragliptin,ragliptin,Aurobindo Pharma,Anticancer,Antimetabolite,62795-555-15,448.21,Chewable Tablet,"100 mg Chewable Tablet, 100 Chewable Tablets per bottle. Typical dosing: as directed by physician.","ragliptin is used in the treatment of conditions requiring anticancer therapy.

Mechanism of Action: ragliptin works by binding to specific receptors in target tissues.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Low protein binding (<30%). Metabolized through multiple pathways with no single dominant route. Prolonged half-life allowing once-daily dosing.

Contraindications: Severe renal impairment; Severe hepatic impairment; Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients.

Common Adverse Effects: Fatigue, Abdominal pain, Vomiting, Nausea, Diarrhea.",,348
838,Aclukast,aclukast Sodium HCT,Pfizer,Respiratory,Expectorant,61137-164-49,155.39,Otic Solution,"0.025 % Otic Solution, 120 mL bottle. Typical dosing: once daily.","aclukast helps reduce inflammation and bronchospasm in the airways, improving breathing in patients with respiratory conditions.

Mechanism of Action: aclukast works by stimulating beta-2 adrenergic receptors in bronchial smooth muscle, causing bronchodilation.

Pharmacokinetics: Well absorbed through transdermal application. Crosses the blood-brain barrier. Metabolized through multiple pathways with no single dominant route. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe renal impairment; Pregnancy and lactation; Severe hepatic impairment; Known hypersensitivity to adrenergic compounds.

Common Adverse Effects: Dyspnea, Bronchospasm, Nausea, Abdominal pain.",,206
839,Latide,latide Sulfate,Intas Pharmaceuticals,Respiratory,Mucolytic,74219-404-30,157.13,Nasal Spray,"400 mcg/dose Nasal Spray, 10 mL bottle. Typical dosing: twice daily.","latide is used for symptomatic relief of respiratory tract disorders characterized by congestion and inflammation.

Mechanism of Action: latide works by blocking leukotriene receptors, reducing bronchial inflammation and constriction.

Pharmacokinetics: Well absorbed through transdermal application. Accumulates in adipose tissue due to lipophilic properties. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Clearance is reduced in patients with renal impairment.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Known hypersensitivity to adrenergic compounds; Severe renal impairment; Status asthmaticus.

Common Adverse Effects: Diarrhea, Pharyngitis, Dyspnea, Rash.",,322
840,Gedipine,SP-gedipine,Sun Pharmaceutical,Antiviral,Integrase Inhibitor,59812-939-69,461.65,Syrup,"5 mg/5mL Syrup, 30 mL bottle. Typical dosing: twice daily.","gedipine is a integrase inhibitor medication classified under antiviral drugs.

Mechanism of Action: gedipine works by enhancing physiological defense mechanisms.

Pharmacokinetics: Well absorbed through transdermal application. Low protein binding (<30%). Metabolism shows significant inter-individual variability. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Pregnancy and lactation; Severe renal impairment; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Vomiting, Headache, Fatigue, Rash, Nausea, Diarrhea.",,527
841,Macitabine,BI-macitabine,Baxter International,Antibiotic,Quinolone,52080-613-28,103.53,Intravenous Solution,"4.0 mEq/mL Intravenous Solution, 480 mL bottle. Typical dosing: twice daily.","macitabine is a quinolone antibiotic that inhibits bacterial cell wall synthesis, effective against both gram-positive and gram-negative organisms.

Mechanism of Action: macitabine works by binding to the 30S ribosomal subunit, inhibiting bacterial protein synthesis.

Pharmacokinetics: Absorption is enhanced when taken with food. Distribution limited primarily to the vascular compartment. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Known bacterial resistance; Severe hepatic impairment; Severe renal impairment.

Common Adverse Effects: Nausea, Vomiting, Abdominal pain, Fatigue, Tooth discoloration, Dizziness, Headache.",,295
842,Propril,propril,Aurobindo Pharma,Respiratory,Mucolytic,35216-913-83,121.35,Tablet,"2.0 g Tablet, 10 Tablets per bottle. Typical dosing: every 4-6 hours as needed.","propril is used for symptomatic relief of respiratory tract disorders characterized by congestion and inflammation.

Mechanism of Action: propril works by inhibiting phosphodiesterase enzymes, resulting in bronchodilation and anti-inflammatory effects.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Does not significantly penetrate the blood-brain barrier. Metabolized through multiple pathways with no single dominant route. Excreted in urine as metabolites.

Contraindications: Untreated fungal infections of the respiratory tract; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Dyspnea, Bronchospasm, Vomiting, Cough, Pruritus, Fatigue.",OPRM1,491
843,Lianide,lianide Potassium,Roche,Dermatological,Corticosteroid,43283-809-59,94.82,Vaginal Tablet,"5.0 mg Vaginal Tablet, 28 Vaginal Tablets per bottle. Typical dosing: as directed by physician.","lianide is indicated for therapeutic applications related to dermatological conditions.

Mechanism of Action: lianide works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Absorption is reduced when taken with food. Crosses the blood-brain barrier. Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe renal impairment; Severe hepatic impairment.

Common Adverse Effects: Rash, Abdominal pain, Headache, Dizziness.",,418
844,Fizolam,Novfizolam ER,Novartis,Central Nervous System,Antipyretic,93930-460-70,216.76,Syrup,"0.1 % Syrup, 240 mL bottle. Typical dosing: at bedtime.","fizolam is used in the treatment of neurological and psychiatric disorders by modulating neurotransmitter activity.

Mechanism of Action: fizolam works by enhancing GABAergic neurotransmission, producing anxiolytic and sedative effects.

Pharmacokinetics: Subject to significant first-pass metabolism resulting in reduced bioavailability. Moderately protein-bound (approximately 60-80%). Extensively metabolized in the liver via CYP450 enzymes, primarily CYP3A4. Short half-life of 2-4 hours requiring multiple daily dosing.

Contraindications: Severe hepatic impairment; Suicidal ideation; Seizure disorders; Concomitant use of monoamine oxidase inhibitors; Severe renal impairment.

Common Adverse Effects: Fatigue, Vomiting, Rash, Dizziness.",,569
845,Vioxacin,vioxacin D,Pfizer,Ophthalmological,Mydriatic,61494-616-77,57.59,Chewable Tablet,"500 mg Chewable Tablet, 100 Chewable Tablets per bottle. Typical dosing: once daily.","vioxacin is used in the treatment of conditions requiring ophthalmological therapy.

Mechanism of Action: vioxacin works by binding to specific receptors in target tissues.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Does not significantly penetrate the blood-brain barrier. Metabolized through multiple pathways with no single dominant route. Prolonged half-life allowing once-daily dosing.

Contraindications: Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment; Pregnancy and lactation.

Common Adverse Effects: Diarrhea, Abdominal pain, Nausea, Headache, Rash, Pruritus.","CYP2B6,CYP2C9,IFNL3",481
846,Tilizid,tilizid,Glenmark,Antiviral,Integrase Inhibitor,53959-760-84,135.98,Powder for Reconstitution,"200 mg Powder for Reconstitution, 50 units per package. Typical dosing: three times daily.","tilizid is a integrase inhibitor medication classified under antiviral drugs.

Mechanism of Action: tilizid works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Bioavailability is approximately 60-80% after oral administration. Widely distributed throughout body tissues. Subject to minimal metabolism, with most of the drug excreted unchanged. Eliminated primarily via renal excretion of unchanged drug.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe hepatic impairment.

Common Adverse Effects: Dizziness, Diarrhea, Fatigue, Pruritus.",,345
847,Flustatin,flustatin SR,Zydus Cadila,Antiviral,Protease Inhibitor,66220-528-29,492.1,Sublingual Tablet,"100 mg Sublingual Tablet, 120 Sublingual Tablets per bottle. Typical dosing: as directed by physician.","flustatin is indicated for therapeutic applications related to antiviral conditions.

Mechanism of Action: flustatin works by inhibiting key enzymes in pathological processes.

Pharmacokinetics: Rapidly absorbed from the gastrointestinal tract. Highly protein-bound (approximately 90-95%). Primarily metabolized by CYP2D6 with genetic polymorphisms affecting rate of metabolism. Clearance is reduced in patients with renal impairment.

Contraindications: Pregnancy and lactation; Hypersensitivity to the active substance or any of the excipients; Severe renal impairment.

Common Adverse Effects: Fatigue, Abdominal pain, Nausea, Vomiting, Diarrhea, Pruritus.",,683
